content,chunk_index,collection,content_type,filename,sequence_number,source,source_file,title,total_chunks
"Quote from: knightmb on July 25, 2010, 07:44:02 PMIf I figure out that Public Key 123456 generates Hash ABCDandPublic Key 654321 also generates Hash ABCDI'm still left without the Private Key.But from what you are saying, all I need is Public Key 654321 and I can spend coin pretending to be Public Key 123456.You would still have to sign it with public key 654321. Â You need to find a collision using a public key for which you know the private key.When you claim a Bitcoin Address transaction, you give your public key that matches the hash, then you must sign it with that key.Red's point is that it's easy to quickly generate insecure public keys which you could break and find the private key after you find a collision.He points out that if the public key was required to be a secure one, one which must have required significant work to find the prime numbers, that would increase the strength above that of the hash function alone",0,posts,post,post_274_Re__Stealing_Coins,274,nakamotoinstitute_files\posts\post_274_Re__Stealing_Coins.html,nakamotoinstitute_files\posts\post_274_Re__Stealing_Coins.html,Re  Stealing Coins,2
". Â Someone trying to brute force would have to take time generating a key for each attempt.
Re: Stealing Coins
July 25, 2010 at 20:01:40 UTC
BitcoinTalk",1,posts,post,post_274_Re__Stealing_Coins,274,nakamotoinstitute_files\posts\post_274_Re__Stealing_Coins.html,nakamotoinstitute_files\posts\post_274_Re__Stealing_Coins.html,Re  Stealing Coins,2
"QuoteHere is a paper that claims to find SHA-1 collisions in 2^52 crypto operations. And optimally secure hash would take 2^80 operations. 2^52 time is still large, but it is getting into cluster and botnet range.2^80 is if you can use a birthday attack. Â You can't use a birthday attack for this, so the difficulty is the full 2^160 bits.Â  Although, if you were trying to crack any one of 1 million (2^20) transactions, you could do a partial birthday attack 2^160/2^20 = 2^140.Bitcoin Addresses are the only place where 160-bit hash is used. Â Everything else is SHA-256. Â They're calculated as:bitcoinaddress = RIPEMD-160(SHA-256(publickey))Correct me if I'm wrong (please, and I'll gladly eat crow) but I think it would be hard to use an analytical attack on RIPEMD-160 in this case. Â An analytical attack prescribes a certain range or pattern of inputs to try that will greatly increase your chance of finding a collision",0,posts,post,post_275_Re__Stealing_Coins,275,nakamotoinstitute_files\posts\post_275_Re__Stealing_Coins.html,nakamotoinstitute_files\posts\post_275_Re__Stealing_Coins.html,Re  Stealing Coins,2
". Â Here, you don't have that kind of control over RIPEMD-160's input, because the input is the output of SHA-256. Â If an analytical attack helps you find an input to RIPEMD-160 that produces a collision, what are you going to do with it? Â You still have to get SHA-256 to output that value, so you would still have to break SHA-256 too.For brute force, RIPEMD-160(SHA-256(x)) is no stronger than RIPEMD-160 alone. Â But for analytical attack, it seems like you must analytical attack both RIPEMD-160 and SHA-256. Â If I'm wrong, then the strength is the same as RIPEMD-160 and the SHA-256 only serves as one round of key strengthening.
Re: Stealing Coins
July 25, 2010 at 20:48:01 UTC
BitcoinTalk",1,posts,post,post_275_Re__Stealing_Coins,275,nakamotoinstitute_files\posts\post_275_Re__Stealing_Coins.html,nakamotoinstitute_files\posts\post_275_Re__Stealing_Coins.html,Re  Stealing Coins,2
"Quote from: BlackEye on July 25, 2010, 10:12:23 PMI was able to integrate the SHA256 functionality from Crypto++ 5.6.0 into Bitcoin. Â This is the fastest SHA256 yet using the SSE2 assembly code. Â Since Bitcoin was sending unaligned data to the block hash function, I had to change the MOVDQA instruction to MOVDQU.I think using the SHA256 functionality from Crypto++ 5.6.0 is the way forward right now.I added a subset of the Crypto++ 5.6.0 library to the SVN. Â I stripped it down to just SHA and 11 general dependency files. Â There shouldn't be any other crypto in there other than SHA.I aligned the data fields and it worked. Â The ASM SHA-256 is about 48% faster. Â The combined speedup is about 2.5x faster than version 0.3.3.I guess it's using SSE2. Â It automatically sets its build configuration at compile time based on the compiler environment.It looks like it has some SSE2 detection at runtime, but it's hard to tell if it actually uses it to fall back if it's not available",0,posts,post,post_285_Re__Bitcoin_x86_for_Windows,285,nakamotoinstitute_files\posts\post_285_Re__Bitcoin_x86_for_Windows.html,nakamotoinstitute_files\posts\post_285_Re__Bitcoin_x86_for_Windows.html,Re  Bitcoin x86 for Windows,2
". Â I want the release builds to have SSE2. Â SSE2 has been around since the first Pentium 4. Â A Pentium 3 or older would be so slow, you'd be wasting your electricity trying to generate on it anyway.This is SVN rev 114.
Re: Bitcoin x86 for Windows
July 27, 2010 at 18:27:30 UTC
BitcoinTalk",1,posts,post,post_285_Re__Bitcoin_x86_for_Windows,285,nakamotoinstitute_files\posts\post_285_Re__Bitcoin_x86_for_Windows.html,nakamotoinstitute_files\posts\post_285_Re__Bitcoin_x86_for_Windows.html,Re  Bitcoin x86 for Windows,2
"The current system where every user is a network node is not the intended configuration for large scale.Â  That would be like every Usenet user runs their own NNTP server.Â  The design supports letting users just be users.Â  The more burden it is to run a node, the fewer nodes there will be.Â  Those few nodes will be big server farms.Â  The rest will be client nodes that only do transactions and don't generate.Quote from: bytemaster on July 28, 2010, 08:59:42 PMBesides, 10 minutes is too long to verify that payment is good.Â  It needs to be as fast as swiping a credit card is today.See the snack machine thread, I outline how a payment processor could verify payments well enough, actually really well (much lower fraud rate than credit cards), in something like 10 seconds or less.Â  If you don't believe me or don't get it, I don't have time to try to convince you, sorry.http://bitcointalk.org/index.php?topic=423.msg3819#msg3819
Re: Scalability and transaction rate
July 29, 2010 at",0,posts,post,post_290_Re__Scalability_and_transaction_rate,290,nakamotoinstitute_files\posts\post_290_Re__Scalability_and_transaction_rate.html,nakamotoinstitute_files\posts\post_290_Re__Scalability_and_transaction_rate.html,Re  Scalability and transaction rate,2
"Scalability and transaction rate
July 29, 2010 at 02:00:38 UTC
BitcoinTalk",1,posts,post,post_290_Re__Scalability_and_transaction_rate,290,nakamotoinstitute_files\posts\post_290_Re__Scalability_and_transaction_rate.html,nakamotoinstitute_files\posts\post_290_Re__Scalability_and_transaction_rate.html,Re  Scalability and transaction rate,2
"What are you needing to use listtransactions for?The reason I didn't implement listtransactions is I want to make sure web programmers don't use it. Â It would be very easy to latch onto that for watching for received payments. Â There is no reliable way to do it that way and make sure nothing can slip through the cracks. Â Until we have solid example code using getreceivedbyaddress and getreceivedbylabel to point to and say ""use this! use this! don't use listtransactions!"", I don't think we should implement listtransactions.When we do implement listtransactions, maybe one way to fight that is to make it all text. Â It should not break down the fields into e.g. comment, confirmations, credit, debit. Â It could be one pretty formatted string like ""0/unconfirmed Â  0:0:0 date Â  comment Â  Â  Â debit 4 Â credit 0"" or something so it's hard for programmers to do the wrong thing and process it. Â It's only for viewing the status of your server",0,posts,post,post_302_Re__[PATCH]_implement_'listtransactions',302,nakamotoinstitute_files\posts\post_302_Re__[PATCH]_implement_'listtransactions'.html,nakamotoinstitute_files\posts\post_302_Re__[PATCH]_implement_'listtransactions'.html,Re  [PATCH] implement 'listtransactions',2
". Â It's only for viewing the status of your server. Â I guess that would be kinda annoying for web interfaces that would rather format it into html columns though.
Re: [PATCH] implement 'listtransactions'
July 30, 2010 at 19:40:54 UTC
BitcoinTalk",1,posts,post,post_302_Re__[PATCH]_implement_'listtransactions',302,nakamotoinstitute_files\posts\post_302_Re__[PATCH]_implement_'listtransactions'.html,nakamotoinstitute_files\posts\post_302_Re__[PATCH]_implement_'listtransactions'.html,Re  [PATCH] implement 'listtransactions',2
"Quote from: knightmb on July 30, 2010, 07:24:07 PMI can only imagine the pain you went through to get these builds because I'm trying to build the program on a Ubuntu 9.04 box and so far I can't seem to find all the dependencies to compile no matter how much I keep installing packages and compiling source, LOL.I can't understand why you're having so much pain. Â I just followed the instructions in build-unix.txt",0,posts,post,post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!,303,nakamotoinstitute_files\posts\post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!.html,nakamotoinstitute_files\posts\post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!.html,Re      ALERT     Upgrade to 0.3.6 ASAP!,2
". Â I just followed the instructions in build-unix.txt. Â I made a couple little corrections for Boost 1.37, which I'll put on SVN the next time I update it, noted below:Dependencies------------sudo apt-get install build-essentialsudo apt-get install libgtk2.0-devsudo apt-get install libssl-devsudo apt-get install libdb4.7-devsudo apt-get install libdb4.7++-devsudo apt-get install libboost-all-dev (or libboost1.37-dev)wxWidgets---------cd /usr/localtar -xzvf wxWidgets-2.9.0.tar.gzcd /usr/local/wxWidgets-2.9.0mkdir buildgtkcd buildgtk../configure --with-gtk --enable-debug --disable-shared --enable-monolithicmakesudo sumake installldconfigadded a comment in makefile.unix:# for boost 1.37, add -mt to the boost librariesLIBS= \-Wl,-Bstatic \-l boost_system \-l boost_filesystem \-l boost_program_options \-l boost_thread \-l db_cxx \-l crypto \-Wl,-Bdynamic \-l gthread-2.0
Re: *** ALERT *** Upgrade to 0.3.6 ASAP!
July 30, 2010 at 19:53:06 UTC
BitcoinTalk",1,posts,post,post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!,303,nakamotoinstitute_files\posts\post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!.html,nakamotoinstitute_files\posts\post_303_Re______ALERT_____Upgrade_to_0.3.6_ASAP!.html,Re      ALERT     Upgrade to 0.3.6 ASAP!,2
